Periodo;ID Estudiante;Comunicación Verbal40;Autonomía e Iniciativa44;Compromiso Ético45;Disposición al Aprendizaje46;Taller Manejo Tiempo (Opcional);Taller Comunicación (Opcional);Taller Situaciones Difíciles (Opcional);Sesión Individual (Opcional)
201620;161965015694103000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162108720158162000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161804974005012000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161970656465232000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161804642551272000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161963787422774000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964077184922000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966683446116000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161965751371297000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161967485129193000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162116357282204000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966379193419000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161639599864364000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161477417309431000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966578808913000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162129191985458000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966689885329000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966514416804000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161968290033877000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161804673122234000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161951302139974000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161951463112708000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161945433128709000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162129212923398000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162114481000349000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161804853330068000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162107417258928000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161963959670241000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162108119438829000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161946782058254000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162106703807054000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161968046952452000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964938423948000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162117168998920000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161954787217556000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161629347897889000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161967876312620000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161477534647470000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161807036749022000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964854714633000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161806259598214000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162111907371313000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161948913313998000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161950323427470000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161783467222600000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161954058004226000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162112881740354000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162108008313927000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161623944639338000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161949405887184000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162107681381464000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162107217556665000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161961862120861000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162112287455417000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964621294545000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161807764022276000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161806299823365000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162111411330017000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161965226577329000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161963972548560000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161787603711977000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161783089133055000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161947567594993000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161965052719392000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161785335152328000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162111003868092000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161964223675884000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161806294996347000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161952251880263000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162107257819208000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161966134503627000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161965720785122000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161949645735184000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162111841339798000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;161953245086222000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
201620;162110931394680000;-1;-1;-1;-1;No Aplica;No Aplica;No Aplica;No Aplica
